,frag_smiles
120565,CC(C)(C)C1CCCCC1(O)C(C)(C)C
120566,[CH]N(C)CCCC(C)[NH+]
120567,CC(C)(C)c1nc(C[NH+])no1
120568,[CH]CN1C(=O)CC(CC)(CS)C1=O
120569,[CH]NC(=NS)SC
120570,[CH]c1cc(F)c(C)cc1N([CH])C
120571,[CH]Cc1nc(N([CH])C)ncc1C
120572,CS(=O)Cc1cccc([N-])c1
120573,CCC1(CC)NC(=O)N(C)C1=O
120574,[NH+]C1CCCC(O)C1
120575,CC(C)=Cc1cccc(C)n1
120576,CC(=O)OC(C)C(C)=O
120577,CC1(C)SC2C(N)C(=O)C2C1C(=O)[O-]
120578,CC1C(=O)C(C)(C)OC1(C)C
120579,CCC1CSC(NC)=[NH+]1
120580,Cc1coc(CN)c1
120581,[CH]C(=O)N(CC(C)CC)C(C)C
120582,CN1C(=O)CCC(N)C1=O
120583,Cc1cccc(F)c1C(N)C(F)(F)F
120584,CN1CCOC(C[NH+](C)C)C1
120585,C[NH+]=c1nc(N)ss1
120586,Oc1ccc(Br)c(Cl)c1
120587,CCC[NH+]1C2CCCC1CCC2
120588,[NH3+]C(CO)c1cc(F)ccc1O
120589,[CH]OC(C([CH])O)n1cc(I)cnc1=O
120590,[CH]CN(CC)C(=O)OC(C)(C)C
120591,NCc1cnc2ncccn12
120592,Cc1cc(F)ccc1NC
120593,CCNC(=O)C(NC)C(C)(C)C
120594,C=C1CCC2C(C)CCCC2C1(CC)CI
120595,[CH]N(C)C(=O)C([NH3+])CC
120596,C[NH+](C)Cc1cccc(O)c1
120597,COC(C)(C[NH+])C(=O)[O-]
120598,CCCC(CCC)C(O)CC
120599,CCCc1ccccc1N(C)C
120600,[CH]N(C)C(=O)CC(C)[NH3+]
120601,Cc1cc(O)c(OS)c(Cl)c1
120602,Cc1n[nH]c(S)nc1=O
120603,C[NH+](C)C1CCC(C)(C)C1N
120604,[CH]C1CCC(C(C)C)C1([CH])C
120605,CCc1nc(N)sc1C(=O)O
120606,CC(C)(C)C(C#N)NC(=O)CS
120607,[CH]C(C)C(C)(O)C(=O)[O-]
120608,N#Cc1cccc(O)c1[N+](=O)[O-]
120609,CCC(CS)C1C[NH2+]C1
120610,CCC(CC)(CC)C([NH3+])CCC
120611,C=[N+](N)c1ccccc1
120612,Cc1nn(C(C)C(N)=O)c(C)c1[N+]
120613,CN(N)S(=O)(=O)c1cnn(C)c1C
120614,C[N+]([O-])=[N+]([O-])C(C)(C)C
120615,CC(C)c1cc(N)ncn1
120616,NC(=O)Nc1ccnc(S)c1
120617,[CH]CC([NH2+]CC(C)O)C(C)C
120618,CN(C)C(=S)NN
120619,CC(C)[NH+](CC(=O)N(C)C)C(C)C
120620,NNC(=O)N1CCCC(O)C1
120621,[CH]C(O)C1CCCC1C
120622,CCSC1=NCCS1
120623,CCn1nc(C)nc1N
120624,CCC(N)c1cc(F)cc(F)c1
120625,[N-]c1nc2ccc(N)cc2s1
120626,[CH]N1CCOCC1C(N)=O
120627,CCC(CC[NH+](C)C)C(C)C
120628,[CH]Cc1cc(C)c(C)cc1O
120629,CCC1(CC)CC(C(=O)[O-])CO1
120630,NC(=S)Nc1ccccc1O
120631,Cc1cc(C(=O)N(C)C)n[nH]1
120632,CC(O)COCC(N)=O
120633,CC1=C(C#N)C(S)=NC(=O)C1
120634,CN=C(NC(C)=O)SC
120635,CCOC1CCCC(N)C1
120636,[CH]COC(=O)C(C)(C)C
120637,CN(C)C(=O)C1C=CC=NC1=S
120638,CCC(CC)=NN=C(N)S
120639,CNc1cc(I)c(F)cc1N
120640,CCC(C#N)C(C)(O)C(OC)OC
120641,[CH]C(=O)N(CC#C)C(C)C
120642,CC(C)(C)c1nccc(N)n1
120643,CNC(=O)c1ccc([N+])o1
120644,N=C(O)c1ccc(F)cc1
120645,CCc1cccc(O)c1
120646,CC1(O)CC(O)C1(C)C
120647,CNC(=O)c1cc(Cl)c(Cl)[nH]1
120648,Cc1cc(S)c2cccc(Cl)c2n1
120649,CCN(CC)S(C)(=O)=O
120650,[CH]N(C)Cc1[nH+]ccn1C
120651,C=NNC(=O)C(C)=CC
120652,Cc1ccc2c(c1)OCO2
120653,Cc1nc(N)c2c(C)nn(C)c2n1
120654,CS(=O)(=O)Nc1cccc(Cl)c1
120655,[CH]C(N)C(=O)N(CCC)CCS
120656,[CH]C1CC(=O)NC2ON=C(C)C12
120657,CC1=C(C#N)C(N)N(C)C1C
120658,CCC1(C[NH2+]C(C)C)CCC1
120659,CC1(O)CC(N)C1(C)C
120660,[CH]Nc1ccc(F)cc1O
120661,CCC[NH+](CCN)CC(N)=O
120662,Cc1ccc(C)c(C(C)C)c1
120663,CNC(=O)CCCO
120664,[NH+]Cc1c[nH]nc1C(=O)[O-]
120665,[NH+]CC1(C[NH2+])CCCOC1
120666,[CH]Nc1ccc(N)c2ccccc12
120667,[CH]C=C1C(C#N)=C(N)C(C)(C)[CH]C1[CH]
120668,Cc1cnn(C(C)C)c1C
120669,CC(C[NH+](C)C(C)C)C(=N)N
120670,CC1Cc2cc(F)cc(F)c2C1Cl
120671,O=C([O-])C1COCC1N1C(=O)CS1(=O)=O
120672,C=NN1C(=O)C(=C)SC1=S
120673,[CH]C(C)C(CC)(C[NH3+])N(C)C
120674,COc1ccc(C)c(C(=O)[O-])c1OC
120675,[CH]CN(CC)S(=O)(=O)CCO
120676,[CH]NC(C[NH3+])CC(C)C
120677,C=C([O-])N(CC)CC
120678,CCc1ccccc1C(=O)N(C)C
120679,Cc1ccc([N+](=O)[O-])cc1CN
120680,CCN1CCCSC1=[N+]
120681,CN(C)c1cccc(F)c1C#N
120682,[CH]c1nnc(SC)n1CC
120683,Cc1cc(N)c(Cl)cc1Cl
120684,COC(C)C[NH2+]
120685,CCCn1c(C)nnc1SC
120686,CSc1nc(Cl)ncc1F
120687,CC(C)C1CCCC(S(C)(=O)=O)C1
120688,[CH]CN(CC)CCS(C)(=O)=O
120689,[CH]CC(=O)N(C)CC(C)(C)C
120690,CCSCC(C)[NH+]
120691,COc1c(O)cccc1C(CN)C(C)C
120692,[CH]C[NH+](CC)C1CCNCC1
120693,Cn1nc(CN)n(C)c1=O
120694,[CH]CN1C(=O)N(C)C(C)(C)C1=O
120695,[CH]C(O)C(=O)NN
120696,CC(C)CCCN(C)S
120697,CCC(CC)C(CSC)[NH2+]C
120698,CC(O)c1cc[nH+]cc1
120699,[CH]CN(C[CH])CC(C)(C)C(C)[NH2+]
120700,Cc1cc(N)c([N+])cc1S
120701,CC[NH+]1C[CH]CC([NH3+])C1
120702,CN1C[CH]CCC1=O
120703,O=P(O)(O)Cc1ccccc1Cl
120704,Sc1nc2cc(Cl)ccc2o1
120705,[CH]c1ccc(OC)c(C)c1C
120706,[CH]C1(C)NC(=O)N(CC)C1=O
120707,COC(C)(C)C(N)=O
120708,CC(=N)C(C)[N+](=O)[O-]
120709,CC1(C)CC(C)(C)C1
120710,N#CCCO
120711,CC(S)CC1(C#N)CCCCC1=O
120712,CC(N)c1cc(F)c(Cl)cc1Cl
120713,OCC1CCCO1
120714,FC(F)(F)N1CCCCC1
120715,Cc1cc2cc(O)ccc2n1C
120716,CC(C#N)S(N)(=O)=O
120717,CC1CNc2ccccc2S1
120718,CS(=O)(=O)[N-]c1ncccc1Cl
120719,CC1[CH]CCC2CC=CCC12C
120720,CC1C([NH+])CCC2C(=O)NCC(=O)N21
120721,C=Cc1c(Br)c(CC)nn1C
120722,C=C(N)c1ccc(O)c(OC)c1
120723,C=[N+](C)C(O)(CN)c1ccccc1
120724,CC[NH2+]C(C=C(C)C)C(CC)(CC)[NH+](C)C
120725,CCC1CCCCC12C(=N)NC(=O)N2CC
120726,CCS(=O)(=O)c1nc(C)n[n-]1
120727,CCC(C)(CS)NC(=O)C[NH2+]
120728,CC1CCC1C
120729,[NH+]CCC1CCOC1=O
120730,C=C(C)C#CC(OC)C(C)C
120731,[CH]Oc1ccc(N)cc1CC=C
120732,CCN1CCCC(C(=O)O)C1
120733,CNC(=O)c1cc(C)ccc1[N-]S
120734,CNC1=NC(=O)C(C)N=[NH+]1
120735,CCC1(O)C[NH+]C1
120736,C[NH2+]C1CCCCC1C
120737,CCN(C)S(=O)(=O)CC(C)C
120738,COc1ccc(Cl)cc1CS(C)(=O)=O
120739,[CH]C(O)Cc1ccsc1
120740,[CH]C1CC[NH+]2CCCC12
120741,[CH]C1CN=C(SC)N=C1N=C
120742,CC1(C)CC[NH+](C2CC2)C1
120743,CCN(C(C)=O)C1CC[NH+]CC1
120744,CNC(=O)C(C)[NH2+]C(C)(C)C
120745,COC(=O)c1occc1C[NH+]
120746,CC1CS(=O)CCN1
120747,NC1[CH]OC(CO)C(O)C1O
120748,[CH]C([NH2+])c1ccc[nH+]c1N
120749,Oc1cccc2c(O)cccc12
120750,CN(C)C(=O)CC[NH3+]
120751,Cc1ccsc1CN(C)S
120752,[CH]C(C)C(=O)OC(CC)CS
120753,CNC1(c2cccc(Cl)c2)CC1
120754,Cc1ccc(S(=O)(=O)O)c([N+])c1
120755,[CH]CC(C[CH])[NH+]1CCCCC1
120756,C[NH2+]C1c2c(c(Br)cc(O)c2OC)CC1C
120757,CCCC(=O)C(CS)SC
120758,[CH]C([CH])OCCC(C)C
120759,[CH]CC1CCCCC1N
120760,CCn1cnc2c([S-])ncnc21
120761,CC1CN(C(C)(C)C)C(=O)NC1=O
120762,Cc1cc(Br)ncc1F
120763,Cc1n[nH]c(C)c1Br
120764,[CH]CC(C[CH])N1CC[NH+]CC1
120765,[CH]C1(C)CCS(=O)(=O)CC1
120766,CCC([NH3+])c1ccn(C)c1
120767,CC([NH+])c1cnccn1
120768,[CH]NC(=O)c1coc(C)n1
120769,CC1CCNCC1[NH3+]
120770,CC(C)c1noc2nccc(C(=O)O)c12
120771,CCc1c(C(=O)OC)nn(C)c1C
120772,CS(=O)(=O)c1nc[n-]n1
120773,CC(C)(N)C1=NCC(C)(C)C(=O)N1
120774,COc1cc(C([NH+])S)ccc1O
120775,CCn1c(=N)sc2cccc(OC)c21
120776,CCC[NH+](CCN)CC(C)C
120777,[CH]NC(O)c1ccccc1
120778,[CH]C(C)N(CC)C(=O)C(C)C(C)C
120779,CNC(C[NH3+])C1CC1
120780,Cc1oc2ncn(C)c(=O)c2c1C(=O)O
120781,NC(=O)c1ccc(O)c(S(N)(=O)=O)c1
120782,[CH]CC([NH2+]C)C(=O)NCC
120783,CC1(N)COC1
120784,[CH]CC([NH3+])(C(C)C)C(C)C
120785,CC(=O)C(C)(C(C)C)C(C)S
120786,CC1(C)CCc2ccccc21
120787,[CH]c1nn(CC)c2nccnc12
120788,Cn1c(=S)[nH]c2cnccc21
120789,CC(C)C(c1cc(O)cc(O)c1)[NH+](C)C
120790,CCC(CC)NC(=O)C(C)O
120791,CC(C)C(O)CNC(N)=O
120792,CS(=O)(=O)C1(CN)CCOCC1
120793,C=c1sc(=C[N+](=O)[O-])n(C)c1=O
120794,[CH]C(=O)Nc1ccccc1C#N
120795,[CH]C(=[NH2+])NCC
120796,C[NH2+]C(c1cccc(O)c1)C(C)N
120797,CC[NH+](C(C)C)C(C)C(C)C(=O)O
120798,CCc1[nH+]c(C(C)C)[nH]c1C
120799,CSc1ncc(C)c(C)n1
120800,CCCCS(=O)(=O)N(C)C
120801,Cc1scc(C(=O)O)c1C
120802,[CH]C1CCCCN1C(N)=O
120803,CCn1cc(S)nc1C
120804,CNC(C[NH+])c1cc(Br)cs1
120805,[CH]C1COC(CC)(CC)O1
120806,CC([NH3+])Cc1c(F)cccc1Cl
120807,Cc1cnc(CO)nc1
120808,[CH]N(C)Cc1cc(F)ccc1Br
120809,CCC[NH+](CCC)C(CC)(CC)C(C)(C)C
120810,[CH]N1CCC(NC)CC1
120811,CSC(C)c1c(F)cccc1F
120812,CC1[CH]C(N)C(O)C(O)C1
120813,[CH]CC(CC)N1C(=O)C(C)NC(=O)C1C
120814,[CH]c1cc(O)c(OC)cc1O
120815,C=C(C)C(=O)c1ccccc1CC
120816,Cc1cccc([N+])c1S([N-])(=O)=O
120817,CC(=N)c1ccc(C)c([N+](=O)[O-])c1
120818,NC1C=CCC1O
120819,OC1CCOc2ccccc21
120820,COC(=O)C1(C(C)C)OC1(C)C
120821,[NH2+]Cc1ccc(O)cc1O
120822,[CH]C(C)C(C)(CC)C(C)O
120823,[CH]C1CCC(CC)C1=O
120824,CCN(C(C)C(C)O)C(C)(C)C
120825,[CH]CN(CC)c1cc(C)ccc1Cl
120826,CS(=O)(=O)c1ccccc1C#N
120827,[CH]Oc1ccc(C)c(N)c1
120828,[CH]n1nc(C)c(C([NH3+])C(=O)[O-])c1C
120829,NNC(=O)c1cccc(O)c1O
120830,[CH]CC(C[CH])NC(=O)C(C)[NH+]
120831,[NH3+]C1CC[NH+]CC1O
120832,[CH]CN(C)c1cc(C)cc[nH+]1
120833,[CH][NH2+]C(C)(C(=O)OC)C([CH])C
120834,CC([NH2+])C(C)C12CC3CC(CC(C3)C1)C2
120835,CC1CN(C(N)=O)C[CH]O1
120836,C1=CC2C=CC1C1C=CC21
120837,NC(Br)Cc1ccccc1
120838,CCN(CC)CCC(C)[NH2+]
120839,CC(=O)c1cnn(C)c1
120840,CCn1c(C)cc2sccc21
120841,[NH+]=C(N)n1ncnc1N
120842,CCc1nc(C)c(CN)s1
120843,CCC1[NH2+]CCC1(C)N
120844,[CH]C(C)c1c(N)cccc1C(=O)[O-]
120845,CC(=O)N1CC[NH2+]CC1C
120846,[CH]C1(C)CC2SC2CC1CC
120847,CCC(CN)n1cncn1
120848,CNC(C)c1cccc(Br)c1
120849,CCCC(CC(C)N)[NH2+]CC
120850,[CH]C(C)Nc1cc([N+])cc(S)c1
120851,CN(C)c1[nH+]cccc1[N+]
120852,CC(C)(C)NC(=O)CN
120853,Fc1cccnc1
120854,COc1ccc(O)c2c1=[NH+]C(C)C=2
120855,CC=C1C(=O)N(C(C)C)C(=O)C1C
120856,[CH]C(=N)C=CC
120857,[CH]C(C)N(CC)C(=S)NCC
120858,Nc1nc(C(F)(F)F)n[nH]1
120859,CN=C(OC)c1ccccc1C
120860,[CH]C(C)(C)C(=CCO)CC
120861,Cn1cc(S(C)(=O)=O)c2ccccc21
120862,Cc1oc(C(=O)NN)c(C)c1C
120863,CNc1cccc(F)c1I
120864,CCCc1nc(N)n(C)n1
120865,N=C1C=C([NH+])CCC1
120866,Cc1nccc(C(C)N)n1
120867,[CH]C(N)C(=CN)c1ccccc1
120868,[CH]c1nc(CO)n[nH]1
120869,NC(=O)c1nnc(CS)s1
120870,CC[NH2+]CCS(C)=O
120871,Cc1cc(F)ccc1C(C)[NH2+]
120872,NC1=NC2CS(=O)(=O)CC2S1
120873,C=C(C)N(C(N)=S)c1ccccc1
120874,CN1CCc2cc(Cl)ccc21
120875,CCOc1nsnc1N(C)C
120876,Cc1nonc1CO
120877,CC1(C)CC(O)(C(C)(C)C)C(C)(C)O1
120878,[CH]C(C)(C)C(=O)N1CCNCC1
120879,OCc1cccnc1O
120880,CN(C)CC(=O)OCC
120881,CC(C)C(O)c1cccc(Br)c1
120882,CCC1(CS)CC([NH+](C)C)CCO1
120883,OC1(O)CCC(NS)CC1
120884,CCc1ocnc1C(N)=O
120885,O=c1cc[nH]cc1Br
120886,Cc1ccccc1O
120887,CCCN1CC(=O)NC(C)C1=O
120888,Cc1cc(NC(C)C)nc(N)[nH+]1
120889,[CH][NH+]1CCC(COC)C1
120890,CCCC(C(=O)OC)N(CC)CC
120891,C=CCCS
120892,Cc1coc(S(N)(=O)=O)c1
120893,[CH]OC(=O)c1cn(C)nc1C(C)C
120894,Cc1nn(C)c(Cl)c1C(C)N
120895,COC(=O)c1cc(N)cc(C)c1C
120896,C=CCC(C)N
120897,CC1[CH]CCCC1(O)C(C)(C)C
120898,C=NC(CC)c1cccc(O)c1
120899,[O-]c1c[nH+]cc(Cl)c1Cl
120900,[CH][NH+](C)Cc1cccn1C
120901,CC(C)(C)N1CC[NH2+]CC1
120902,[CH]CC(=C)C
120903,CSC(CN)c1cccc(Cl)c1
120904,CNC(=O)CSC(C)(C)C
120905,CCCC1(CCN)CC[NH2+]CC1
120906,[CH]CS(=O)c1cccc(Cl)c1Cl
120907,CS(=O)(=O)N1C[CH]C(=N)CC1
120908,CN(C)N=N
120909,CC(C)C(C)C(C)(C)N
120910,[CH]OC(SC)C([CH])O
120911,CNC(C)CSC
120912,CC(C)C[NH+]=C(N(C)C)N(C)C
120913,OC(O)C(O)c1cncnc1
120914,CCC(CC)(C(C)[NH2+])N1CCOCC1
120915,N=NNc1ccccc1C(=O)O
120916,CN(C)Cc1cc(Cl)ccn1
120917,O=Cc1cccc(C=O)c1Br
120918,C=Nc1cc([N+](=O)[O-])ccc1[O-]
120919,CN1C=C(O)c2ccccc2S1(=O)=O
120920,CNc1cnn(C)n1
120921,CN1[CH]CN(C)CC1
120922,[CH][NH+]1CCc2ccc(O)cc2C1
120923,CC(O)COC(N)=O
120924,CCC(C)C(C)C(C)(O)C(=O)[O-]
120925,[CH]NS(=O)(=O)C(C)C
120926,[CH]Sc1nccc(C)c1C#N
120927,CCC1(C(C)S)C(=N)NC(=O)N1CCO
120928,CC(S)=C(C(N)=O)c1cccs1
120929,[CH]N([CH])C(=O)c1ccc[nH]c1=O
120930,[CH]SC(C)C(C)C(=O)OC
120931,CCC(C(=O)N(C)C(C)C)N(C)S
120932,CC(S)CN1CC[NH2+]CC1C(C)C
120933,C[NH2+]C(C)CC(=O)OC
120934,[CH]N([CH])c1ccc(Br)cc1
120935,Cc1n[nH]c(C(F)(F)F)c1CN
120936,[CH]c1nc(C(=O)NN)cs1
120937,[CH]C(=O)N1C[CH][NH+](C)CC1C
120938,CC(C)C(c1cccs1)N(C)C
120939,Fc1ccccc1CBr
120940,[CH]CC(CC)(C(C)[NH2+])N(C)C
120941,COC(=O)c1cc(N)ccc1Br
120942,COc1c(C(N)=O)ccc(C)c1C
120943,[CH]CC(C(=O)N(C[CH])CC)C(C)C
120944,[CH]c1ccc(CC)o1
120945,O=S1(=O)C=CC(OS)C1
120946,[CH]c1cc(S)ccc1CC
120947,CCN(CC)C(=N)N
120948,CC1=NNC(=O)C1(C)Br
120949,[CH]C1C(=O)N(NC(C)=O)C(=O)C1[CH]
120950,COC(=O)C1([NH3+])CCCC(N)C1
120951,[N+]c1ccc(C(N)=O)cc1F
120952,CNc1ncncc1[N+](=O)[O-]
120953,C[NH2+]C1(C(=O)[O-])CCCC1C
120954,CCn1cc(S)cn1
120955,[CH]CC(=O)N(C)OC
120956,Cc1c[n+]([O-])c2ccccc2[n+]1[O-]
120957,CC(C)[NH2+]CC(C[NH+])N(C)C
120958,SNCCC1CC1
120959,NC(=[NH2+])Nc1cccc(Cl)c1
120960,CC([NH2+])C(C)(O)C1(C)CC1
120961,[CH]C(C)(S)C(=O)OC
120962,CCN(C(=O)[O-])C(C)(C)C
120963,NC(=O)c1cc(C(F)(F)F)ccc1Br
120964,CCc1cccc(C)c1NC(N)=O
120965,Cc1cc[nH]c(=O)c1C(=O)NN
120966,[CH]CN(C)CC(CC)CS
120967,[NH+]Cc1cc(C[NH2+])ccc1O
120968,CN1CC2CCN1CC2
120969,CC(C)(C)c1cc([N-]S)no1
120970,CSC(=C(C)O)c1ccccc1
120971,CSC(C)C(C)[NH2+]
120972,CC(C)C(=O)N1CCCCC1C(=O)[O-]
120973,[CH]C(=O)N1C[CH]OC(C)C1
120974,[CH]NC1COc2ccccc21
120975,[CH]N(C)C(NC)c1cccc(O)c1
120976,C1CCC2CNCCC2C1
120977,[CH]Cc1nc(C(C)(C)O)no1
120978,CC(N)C(=O)O[PH]
120979,[CH]NC(=O)C1CC1(Cl)Cl
120980,CC(C)N(C)CN
120981,CCC1(C)CCC(=O)NC1=O
120982,CCC(CC)(CC)c1csc(N)n1
120983,[CH]C1CCC(C(C)CC)C1(C)C(C)=O
120984,CC1(C)Cc2ccccc2C1=O
120985,COC(=O)N1N=C(C)CC1(O)C(F)(F)F
120986,CCC1CC(C)CCC1[NH2+]
120987,CONC(=O)CS
120988,CC([NH+])CNS(=O)(=O)N(C)C
120989,[CH]C1[CH]CC2=CCCC(C)C2(C)C1O
120990,CCC(C)([NH2+]C)C(=O)[O-]
120991,CC(O)COCC(C)S
120992,CCN1CCC(=O)CC1
120993,[CH]C[NH+](CC)C1CCCC(C)C1C
120994,CC(O)c1nc(C[NH+])no1
120995,[CH]N(C)C(=O)CC[NH+]([CH])C
120996,CCC(CC1CCC1)[NH2+]C
120997,[NH+]CCCC[NH3+]
120998,CN(C)C(=O)c1csc(S)c1
120999,CC1C[NH+](C)CC1N(C)C
121000,Cc1nsc(N(C)S)c1C(=O)[O-]
121001,CC(c1ccccc1)[NH+](C)C
121002,CCc1cn(C)c2ncccc12
121003,CC=Cc1ccc(Br)o1
121004,CC1=CC=CC2=C(C)C(C)=NC12
121005,CCC1OC(C)C(C)S1
121006,CCC1(C(C)(C)O)C=CCO1
121007,CNCc1ccon1
121008,[CH]C(=O)c1nccn1C
121009,[CH]C[NH2+]C(C)CCN
121010,C=NS(=O)(=O)CCCF
121011,[N+]c1cnn(CCN)c1
121012,CC(C(=O)[O-])N(C)C
121013,CC(=O)N1C(C)CCC1CC(N)=O
121014,CCN(CC)c1cnccn1
121015,[CH]Sc1cccc(F)c1C(N)=[NH2+]
121016,N=Cc1ccc(N)o1
121017,Cc1c(S)cccc1NC(N)=O
121018,CC(C)=Cc1ccncc1
121019,CC1CC2[CH]C[NH+]1CC2
121020,NN1[CH]NC(CS)=CC1=O
121021,[CH]N(C)C(CC)CNC(C)=O
121022,CCC(C(=O)N(C)C)N(CC)C(C)=O
121023,CNC(=O)c1cscn1
121024,[CH]N([CH])C(=O)C(C)O
121025,Cc1n[nH]c2ncc(N)cc12
121026,CCCC1(C(CC)CC)NC(=O)NC1=O
121027,CCN(CC)c1cccnn1
121028,CN1C(=O)CC(=O)N(C)C1=S
121029,CC[NH+](CC)CC(C)C(N)=[NH2+]
121030,CCS(=O)C1CCC(C)(C)C1[NH2+]C
121031,[CH]N(C)C(C)(C[NH3+])C(C)(C)C
121032,CSc1ncc(C)c(=O)[nH]1
121033,C=C(N)C(=O)NC1CC1
121034,CCC(C(C)=O)C(C)C
121035,CN(N)C1CCCCC1O
121036,[CH]C(N)c1cncnc1
121037,CCN(C(C)C)C1CCCSC1C
121038,CCCC([NH2+]C)C(CN)OC
121039,CC(C)=C1C=C(C(N)=O)C=CC1N
121040,Cc1nc2cc(Br)ccc2[nH]1
121041,C[NH2+]C1CCOc2c(O)cccc21
121042,Cn1cc(C(=O)C(N)=O)cn1
121043,CN=C([O-])C(C)(C)C
121044,CC([NH2+])c1cccn1CC(N)=O
121045,CCC(C1CCC[NH+]1C(C)C)N(C)C
121046,CN(C)c1cccc(F)c1C(N)=NO
121047,COC(=O)c1cc(S)ccc1Br
121048,[CH]N([CH])CC
121049,CC(C)N1C(C)CCC1C[NH+](C)C
121050,CC[NH+](CC)CC1(C)COC1
121051,NCc1nc(C(=O)[O-])cs1
121052,[CH]CC(C[CH])[NH+](CCC)C(CC)CC
121053,[CH]c1cn(C(C)=O)c2ccccc12
121054,[CH]CC(CC)(C(C)[NH2+])[NH+](C)C
121055,CC=C(Cl)c1cccc(Cl)c1
121056,C#CC[N+](C)(C)CCC
121057,[CH]C(=O)N1CCC(C)(C)CC1
121058,CC(C)(N)c1cnccn1
121059,CCC1(NC(=O)CS)CCC1
121060,CCN1CCCC(S)C1
121061,CC(=O)NC1CCCC(C)C1
121062,Cc1cc(I)ccc1C(C)[NH3+]
121063,CC[NH2+]C1(C(=O)[O-])CCC(S)C1
121064,CC(C(N)=O)=C(C)C(=O)[O-]
121065,CC(C)C1C[NH+](C)CC1N
121066,CCN(CC)C(=O)C(=C(C)N)C(C)N
121067,Cc1cc(Br)cc2cn(C)nc12
121068,CCN(c1c(C)cccc1C)S(C)(=O)=O
121069,Cc1cccc(CS(=O)(=O)O)c1
121070,[CH]CC(C[CH])NC(=S)NC
121071,CO[PH]1(OC)NC(C)C(=O)O1
121072,Cc1[nH]c(=NS)sc1C(=O)[O-]
121073,O=S(=O)(O)c1ccccc1Cl
121074,CNc1c[n+](C)no1
121075,C[NH2+]C(C)COC
121076,CC(=O)C1=C(C)N(C)C(N)(S)S1
121077,NC(=O)Nc1nccs1
121078,CN(N)c1ccc(S)cc1
121079,CC(C)(C)C1CCC([CH])(C)[CH]C1C
121080,[CH]C(C)[NH+](CC)C(C)CC
121081,CNc1cncc(C(=O)O)n1
121082,[CH]CN(CC)CCCO
121083,CCC(CCN(C)C)C(C)(C)O
121084,CC1(C)C(=O)Nc2cc(Br)ccc21
121085,COC(OC)C(C)NC(C)=O
121086,Clc1cnncc1Cl
121087,NS(=O)(=O)c1cc(Br)ccc1O
121088,CCC(CO)NC(=O)NN
121089,C[NH2+]Cc1cccnc1OC
121090,COc1cccc(C(C)O)c1OC
121091,Cc1cc(=O)c2ccccc2o1
121092,CC(=O)Nc1cccc(Cl)c1C
121093,CCC([NH2+]C)c1cnccn1
121094,[CH][NH2+]C(C)CC(N)=O
121095,CCCC(=CC(N)=O)CCC
121096,Cc1ccc(N)cc1O
121097,CC(N)c1ccc(Br)c(F)c1
121098,COC(N)=O
121099,C=C(C)n1nnnc1N
121100,FC(F)(F)Oc1cccc(Cl)c1
121101,CCC(CS)[NH+](C)CC(C)O
121102,[NH3+]C1(CO)CCCC1CCS
121103,[CH]N1N=C(C)CCC1=O
121104,[CH]C[NH2+]C1CCCC1C(C)[NH2+]
121105,CN(C)S(=O)(=O)N1CCNCC1
121106,CC(C)C1([NH3+])CCC[CH]C1C
121107,[CH]C([NH2+])c1cc(Cl)ccc1S
121108,[CH][NH+]([CH])Cc1nnc(C)n1C
121109,Cc1cnn2c(C(C)S)ccnc12
121110,COCC([NH2+]C(C)C)C1CC1
121111,[CH]SC1=NC(C(C)S)=NCC1=C
121112,[CH]c1cccc([N+](=O)[O-])c1
121113,CC(=O)CCC(N)=O
121114,[CH]OC1(c2ccccc2)C(O)CN1C
121115,CCC(=O)N(C)C1CCC1
121116,CCC(C)C(NC(N)=O)C(=O)NN
121117,Cc1ccc([N+](=O)[O-])cc1NS
121118,CC(=NO)C(C)(C)S
121119,[CH]COC(=O)NC(C)C
121120,CNc1ccc(N)c(C(N)=O)c1
121121,CC(C)[NH2+]C1(C(=O)[O-])CCC(O)C1
121122,Cc1cc(O)nc(N)n1
121123,CC(C)(CN)C1CCCC1
121124,ClC1=C(Cl)C(Cl)=C(Cl)C[CH]1
121125,CCC(CN(CC)C(C)=O)[NH2+]C
121126,CS(=O)(=O)c1ccccc1S
121127,CNCC1CCC(C)(C)O1
121128,CC(=O)c1cc(Cl)ccc1F
121129,COC(=O)N1CCC(C)(N)C1
121130,CC=NOC(=O)NC
121131,CCC(CC=C(C)Cl)(C(C)=O)C(=O)O
121132,CCS(=O)(=O)C(=N)S
121133,CC(Br)C(C)c1cccc(O)c1
121134,[CH]C(N)C(Cl)=NC
121135,CCC(C)C(O)C(C#N)(CC)CC
121136,[CH]N(C)C(=O)c1cccc(O)c1
121137,CCN(C)CC(O)(CC)C[NH2+]
121138,NC(=O)c1ccc(S)s1
121139,[CH]C(=O)OCC(CC)NC
121140,C[NH+](C)C1CCC(C)([NH3+])C1
121141,CCC(CCCC)=NN
121142,[CH][NH2+]Cc1ccccc1
121143,CCc1nn(C)c(C)c1CN
121144,CCN(CC)c1ccccc1S(=O)(=O)[O-]
121145,CCC1(CC)C(=O)N(C(C)C)C(=O)N1C
121146,CC(O)c1ccc(F)c(Br)c1
121147,[CH]C(=O)N(C(=C)C)c1ccccc1
121148,Nc1sc2ccccc2c1Br
121149,CP(=O)([O-])C([NH3+])c1ccccc1
